year,forum,parsed_reviews,score_count,confidence_count,review_text_count,has_decision
2018,SJQHjzZ0-,3,3,3,3,1
2018,HyI5ro0pW,3,3,3,3,1
2018,BJgVaG-Ab,3,3,3,3,1
2018,HyowcvgAZ,0,0,0,0,0
2018,Syr8Qc1CW,3,3,3,3,1
2018,ryQu7f-RZ,3,3,3,3,1
2018,ryOG3fWCW,3,3,3,3,1
2018,BJaU__eCZ,3,3,3,3,1
2018,ryiAv2xAZ,3,3,3,3,1
2018,r1VVsebAZ,3,3,3,3,1
2018,B1ZZTfZAW,3,3,3,3,1
2018,r1l4eQW0Z,3,3,3,3,1
2018,HJNMYceCW,3,3,3,3,1
2018,rJ6iJmWCW,3,3,3,3,1
2018,BkQCGzZ0-,3,3,3,3,1
2018,SyZipzbCb,3,3,3,3,1
2018,H1BHbmWCZ,3,3,3,3,1
2018,HkwZSG-CZ,3,3,3,3,1
2018,HyZoi-WRb,3,3,3,3,1
2018,r1YqWz-R-,3,3,3,3,1
2018,rJIN_4lA-,3,3,3,3,1
2018,SJSVuReCZ,4,4,4,4,1
2018,BydjJte0-,3,3,3,3,1
2018,Syg-YfWCW,3,3,3,3,1
2018,r1kNDlbCb,3,3,3,3,1
2018,rJ1RPJWAW,3,3,3,3,1
2018,rkYgAJWCZ,3,3,3,3,1
2018,r1lfpfZAb,3,3,3,3,1
2018,rkaT3zWCZ,3,3,3,3,1
2018,rJ7RBNe0-,3,3,3,3,1
2018,H1vCXOe0b,3,3,3,3,1
2018,H1pri9vTZ,3,3,3,3,1
2018,BJluxbWC-,3,3,3,3,1
2018,BkUp6GZRW,3,3,3,3,1
2018,SJ-C6JbRW,3,3,3,3,1
2018,SyVVXngRW,3,3,3,3,1
2018,ByOnmlWC-,3,3,3,3,1
2018,H1DJFybC-,3,3,3,3,1
2018,rkcya1ZAW,3,3,3,3,1
2018,SkmiegW0b,3,3,3,3,1
2018,B1EA-M-0Z,3,3,3,3,1
2018,B1tExikAW,3,3,3,3,1
2018,SyX0IeWAW,3,3,3,3,1
2018,rJUYGxbCW,3,3,3,3,1
2018,HyXNCZbCZ,3,3,3,3,1
2018,SJtChcgAW,3,3,3,3,1
2018,rkZvSe-RZ,3,3,3,3,1
2018,H1meywxRW,3,3,3,3,1
2018,HkuGJ3kCb,3,3,3,3,1
2018,BJ_wN01C-,3,3,3,3,1
2018,ryazCMbR-,3,3,3,3,1
2018,ByQZjx-0-,3,3,3,3,1
2018,SJdCUMZAW,3,3,3,3,1
2018,r1lUOzWCW,3,3,3,3,1
2018,rk3mjYRp-,3,3,3,3,1
2018,HyWrIgW0W,3,3,3,3,1
2018,HJYQLb-RW,3,3,3,3,1
2018,HkgNdt26Z,3,3,3,3,1
2018,rywHCPkAW,3,3,3,3,1
2018,rywDjg-RW,3,3,3,3,1
2018,H1zriGeCZ,3,3,3,3,1
2018,rJ4uaX2aW,3,3,3,3,1
2018,SJaP_-xAb,3,3,3,3,1
2018,SkHkeixAW,3,3,3,3,1
2018,r1wEFyWCW,3,3,3,3,1
2018,H1dh6Ax0Z,3,3,3,3,1
2018,rypT3fb0b,3,3,3,3,1
2018,By3VrbbAb,3,3,3,3,1
2018,SJu63o10b,3,3,3,3,1
2018,r1QZ3zbAZ,3,3,3,3,1
2018,Sk0pHeZAW,3,3,3,3,1
2018,Bkl1uWb0Z,3,3,3,3,1
2018,SyrYCWWRW,0,0,0,0,0
2018,BkSDMA36Z,3,3,3,3,1
2018,HJZiRkZC-,3,3,3,3,1
2018,H1DGha1CZ,3,3,3,3,1
2018,HJtEm4p6Z,3,3,3,3,1
2018,BkeC_J-R-,3,3,3,3,1
2018,r1vuQG-CW,3,3,3,3,1
2018,SkVqXOxCb,3,3,3,3,1
2018,S14EogZAZ,3,3,3,3,1
2018,SyYYPdg0-,3,3,3,3,1
2018,HJjvxl-Cb,3,3,3,3,1
2018,HkfXMz-Ab,3,3,3,3,1
2018,S1NHaMW0b,3,3,3,3,1
2018,SJUX_MWCZ,3,3,3,3,1
2018,HyzbhfWRW,3,3,3,3,1
2018,r1HNP0eCW,3,3,3,3,1
2018,rydeCEhs-,3,3,3,3,1
2018,B1hYRMbCW,3,3,3,3,1
2018,H1xJjlbAZ,3,3,3,3,1
2018,H1UOm4gA-,3,3,3,3,1
2018,HkepKG-Rb,3,3,3,3,1
2018,rJhR_pxCZ,3,3,3,3,1
2018,rJv4XWZA-,3,3,3,3,1
2018,r1AoGNlC-,3,3,3,3,1
2018,ry_WPG-A-,3,3,3,3,1
2018,BJDEbngCZ,3,3,3,3,1
2018,ry5wc1bCW,0,0,0,0,1
2018,HJIoJWZCZ,3,3,3,3,1
2018,r1nmx5l0W,3,3,3,3,1
2018,ByOfBggRZ,3,3,3,3,1
2018,B16yEqkCZ,3,3,3,3,1
2018,HkjL6MiTb,3,3,3,3,1
2018,HkMhoDITb,3,3,3,3,1
2018,SyW4Gjg0W,3,3,3,3,1
2018,Sy5OAyZC-,3,3,3,3,1
2018,rkN2Il-RZ,3,3,3,3,1
2018,HJzgZ3JCW,3,3,3,3,1
2018,rJIgf7bAZ,3,3,3,3,1
2018,r1Ddp1-Rb,3,3,3,3,1
2018,ByxLBMZCb,3,3,3,3,1
2018,H1srNebAZ,3,3,3,3,1
2018,HktJec1RZ,3,3,3,3,1
2018,ByS1VpgRZ,3,3,3,3,1
2018,SJ1nzBeA-,3,3,3,3,1
2018,rkQsMCJCb,3,3,3,3,1
2018,rJNpifWAb,3,3,3,3,1
2018,BkLhaGZRW,3,3,3,3,1
2018,Bk-ofQZRb,3,3,3,3,1
2018,B1n8LexRZ,3,3,3,3,1
2018,ByhthReRb,3,3,3,3,1
2018,SJ8M9yup-,3,3,3,3,1
2018,Syt0r4bRZ,3,3,3,3,1
2018,HyxjwgbRZ,3,3,3,3,1
2018,rJlMAAeC-,3,3,3,3,1
2018,BywyFQlAW,3,3,3,3,1
2018,rkw-jlb0W,3,3,3,3,1
2018,S16FPMgRZ,3,3,3,3,1
2018,Sk2u1g-0-,3,3,3,3,1
2018,Bya8fGWAZ,3,3,3,3,1
2018,HktXuGb0-,3,3,3,3,1
2018,HJGcNz-0W,3,3,3,3,1
2018,rkhCSO4T-,3,3,3,3,1
2018,SkAK2jg0b,3,3,3,3,1
2018,BJ_UL-k0b,3,3,3,3,1
2018,ryBfxWPp-,0,0,0,0,0
2018,SyMvJrdaW,3,3,3,3,1
2018,ByeqORgAW,3,3,3,3,1
2018,BkfEzz-0-,3,3,3,3,1
2018,Sy-tszZRZ,3,3,3,3,1
2018,B1bgpzZAZ,3,3,3,3,1
2018,r1TA9ZbA-,3,3,3,3,1
2018,H1Yp-j1Cb,3,3,3,3,1
2018,B14uJzW0b,3,3,3,3,1
2018,BJgd7m0xRZ,3,3,3,3,1
2018,SkhQHMW0W,3,3,3,3,1
2018,H135uzZ0-,3,3,3,3,1
2018,SJi9WOeRb,3,3,3,3,1
2018,Bk346Ok0W,3,3,3,3,1
2018,HJPSN3gRW,3,3,3,3,1
2018,BJJLHbb0-,3,3,3,3,1
2018,rJLTTe-0W,3,3,3,3,1
2018,ByrZyglCb,3,3,3,3,1
2018,SJ1fQYlCZ,3,3,3,3,1
2018,rJaE2alRW,3,3,3,3,1
2018,HJdXGy1RW,3,3,3,3,1
2018,HkxF5RgC-,3,3,3,3,1
2018,HkpRBFxRb,3,3,3,3,1
2018,Hk8XMWgRb,3,3,3,3,1
2018,rJVruWZRW,3,3,3,3,1
2018,ryH_bShhW,3,3,3,3,1
2018,Sk03Yi10Z,3,3,3,3,1
2018,H15RufWAW,3,3,3,3,1
2018,BkUDW_lCb,3,3,3,3,1
2018,Syjha0gAZ,3,3,3,3,1
2018,Sk9yuql0Z,3,3,3,3,1
2018,r17Q6WWA-,3,3,3,3,1
2018,HJWGdbbCW,3,3,3,3,1
2018,Sy4c-3xRW,3,3,3,3,1
2018,r154_g-Rb,3,3,3,3,1
2018,rJg4YGWRb,3,3,3,3,1
2018,rk07ZXZRb,3,3,3,3,1
2018,BJInEZsTb,3,3,3,3,1
2018,r1drp-WCZ,3,3,3,3,1
2018,BkIkkseAZ,3,3,3,3,1
2018,ByRWCqvT-,3,3,3,3,1
2018,HyydRMZC-,3,3,3,3,1
2018,BkS3fnl0W,3,3,3,3,1
2018,BJcAWaeCW,3,3,3,3,1
2018,Hyp3i2xRb,3,3,3,3,1
2018,SkBcLugC-,3,3,3,3,1
2018,ByKWUeWA-,3,3,3,3,1
2018,B1al7jg0b,3,3,3,3,1
2018,Bki4EfWCb,3,3,3,3,1
2018,HJJ23bW0b,3,3,3,3,1
2018,r1SuFjkRW,3,3,3,3,1
2018,HkbJTYyAb,3,3,3,3,1
2018,rJBwoM-Cb,3,3,3,3,1
2018,B1nxTzbRZ,3,3,3,3,1
2018,S1EzRgb0W,3,3,3,3,1
2018,B1X0mzZCW,3,3,3,3,1
2018,B1uvH_gC-,3,3,3,3,1
2018,SyUkxxZ0b,3,3,3,3,1
2018,HyDMX0l0Z,3,3,3,3,1
2018,B18WgG-CZ,3,3,3,3,1
2018,B1J_rgWRW,3,3,3,3,1
2018,ryvxcPeAb,3,3,3,3,1
2018,ryacTMZRZ,3,3,3,3,1
2018,rkQkBnJAb,3,3,3,3,1
2018,B1QRgziT-,3,3,3,3,1
2018,SkffVjUaW,3,3,3,3,1
2018,ry8dvM-R-,3,3,3,3,1
2018,rylSzl-R-,3,3,3,3,1
2018,BJOFETxR-,3,3,3,3,1
2018,SJx9GQb0-,3,3,3,3,1
2018,Sy2ogebAW,3,3,3,3,1
2018,SJky6Ry0W,3,3,3,3,1
2018,r1ZdKJ-0W,3,3,3,3,1
2018,rJl63fZRb,3,3,3,3,1
2018,HJGXzmspb,3,3,3,3,1
2018,Bk8ZcAxR-,3,3,3,3,1
2018,SkYMnLxRW,3,3,3,3,1
2018,ByJDAIe0b,3,3,3,3,1
2018,Byd-EfWCb,3,3,3,3,1
2018,HyY0Ff-AZ,3,3,3,3,1
2018,HJoYD6gC-,0,0,0,0,0
2018,HkwBEMWCZ,3,3,3,3,1
2018,H1DkN7ZCZ,3,3,3,3,1
2018,B13EC5u6W,3,3,3,3,1
2018,H1Dy---0Z,3,3,3,3,1
2018,r1nzLmWAb,3,3,3,3,1
2018,SkqV-XZRZ,3,3,3,3,1
2018,r1kj4ACp-,3,3,3,3,1
2018,HyIFzx-0b,3,3,3,3,1
2018,HJ39YKiTb,3,3,3,3,1
2018,H1VGkIxRZ,3,3,3,3,1
2018,BJjBnN9a-,3,3,3,3,1
2018,HyPpD0g0Z,3,3,3,3,1
2018,ByqFhGZCW,3,3,3,3,1
2018,rytstxWAW,4,4,4,4,1
2018,rk6H0ZbRb,3,3,3,3,1
2018,HJYoqzbC-,3,3,3,3,1
2018,ryA-jdlA-,3,3,3,3,1
2018,rJ8rHkWRb,3,3,3,3,1
2018,H1YynweCb,3,3,3,3,1
2018,SJJinbWRZ,3,3,3,3,1
2018,r1SnX5xCb,3,3,3,3,1
2018,By5ugjyCb,3,3,3,3,1
2018,H1BO9M-0Z,3,3,3,3,1
2018,rJXMpikCZ,3,3,3,3,1
2018,H1a37GWCZ,3,3,3,3,1
2018,SktLlGbRZ,3,3,3,3,1
2018,r1ayG7WRZ,3,3,3,3,1
2018,SkFvV0yC-,3,3,3,3,1
2018,HyNyyCxA-,0,0,0,0,0
2018,H139Q_gAW,3,3,3,3,1
2018,rkGZuJb0b,3,3,3,3,1
2018,ry4S90l0b,3,3,3,3,1
2018,rkWN3g-AZ,3,3,3,3,1
